train/reward,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/clip_fraction,train/std,train/learning_rate,train/loss,train/n_updates,train/clip_range
-1.6492299,167936,82,162,1032,0.12233948707580566,-42.718758368492125,0.00583982122479938,0.027536586,27.619248366355897,0.35927734375,1.1140642166137695,0.00025,15.929113388061523,810,0.2
1.1901803,169984,83,162,1044,0.12701880931854248,-42.740230560302734,-0.007910292707674672,0.0134779755,52.44948251247406,0.102880859375,1.1145139932632446,0.00025,29.43650245666504,820,0.2
-0.11707607,172032,84,162,1057,0.22080552577972412,-42.755499315261844,-0.010640914055693429,0.0154739525,13.743876314163208,0.15595703125,1.1153156757354736,0.00025,6.86598539352417,830,0.2
8.546048,174080,85,162,1069,0.27467525005340576,-42.78134996891022,-0.00519074717303738,0.017554801,104.77947947978973,0.1556640625,1.1168451309204102,0.00025,40.71712112426758,840,0.2
0.9204731,176128,86,162,1081,0.15236884355545044,-42.82519884109497,0.015426905748608988,0.03549736,69.84323456287385,0.42392578125,1.1189104318618774,0.00025,22.633136749267578,850,0.2
0.8217806,178176,87,162,1094,0.20983916521072388,-42.887696623802185,-0.007301750165061094,0.019183472,51.43229113817215,0.193017578125,1.1214653253555298,0.00025,26.792428970336914,860,0.2
1.3160536,180224,88,162,1106,0.26847487688064575,-42.93987472057343,0.0037420443535665982,0.024207216,117.48446247577667,0.299560546875,1.1237690448760986,0.00025,60.12816619873047,870,0.2
3.2183206,182272,89,162,1119,0.41452091932296753,-43.01400444507599,0.010992529708892107,0.02943477,22.76620895266533,0.33193359375,1.1282881498336792,0.00025,8.8653564453125,880,0.2
7.8507648,184320,90,162,1132,0.21249431371688843,-43.09259173870087,0.001619985984871164,0.024494253,138.2728617668152,0.300732421875,1.1281465291976929,0.00025,82.33711242675781,890,0.2
1.3056734,186368,91,162,1145,0.11938953399658203,-43.09327504634857,0.004767987242667004,0.025203118,151.46064734458923,0.33095703125,1.128917932510376,0.00025,87.92193603515625,900,0.2
-0.38865286,188416,92,162,1157,0.439170777797699,-43.11799054145813,-0.008269863174064085,0.023664877,21.34192513823509,0.213623046875,1.1312721967697144,0.00025,6.647236347198486,910,0.2
-7.351449,190464,93,162,1169,0.299196720123291,-43.19141271114349,0.003793626373226289,0.025598863,120.71431603431702,0.284423828125,1.1336581707000732,0.00025,73.65074920654297,920,0.2
-0.17992792,192512,94,162,1182,0.27768516540527344,-43.232910299301146,-0.00014789170818403364,0.02350719,59.59502373933792,0.28564453125,1.1350213289260864,0.00025,34.956233978271484,930,0.2
-1.4488624,194560,95,162,1194,0.3008899688720703,-43.25066516399384,-0.0037369878467870877,0.017777255,95.96095669269562,0.178515625,1.1353869438171387,0.00025,52.68929672241211,940,0.2
-0.07120922,196608,96,162,1206,0.19235563278198242,-43.255706214904784,-0.002793480760010425,0.020406876,126.33951473236084,0.19287109375,1.1354868412017822,0.00025,89.80500030517578,950,0.2
-0.7783478,198656,97,162,1219,0.23399072885513306,-43.27106249332428,0.002006666990928352,0.01951439,14.222649705410003,0.24013671875,1.136421799659729,0.00025,6.580160617828369,960,0.2
-2.168512,200704,98,162,1232,0.058865249156951904,-43.29849641323089,0.008894759275426623,0.021957465,131.36902401447296,0.25400390625,1.1380325555801392,0.00025,56.81230545043945,970,0.2
